Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,WSDL Address
251.4,93,2.1,98,67,100,82,40.6,3,pepcoilService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_2d_structure.pepcoil.derived?wsdl
257.0,91,8.2,91,60,100,74,117.5,11,GlobalAddressVerification,http://ws.strikeiron.com/GlobalAddressVerification3?WSDL
142.17,46,6.2,47,73,89,84,10.34,5,Euro42,http://www.ebob42.org/cgi-bin/Euro42.asmx?WSDL
217.5,86,11.7,86,73,89,84,99.0,91,Weather,http://www.deeptraining.com/webservices/weather.asmx?wsdl
113.0,83,22.3,84,83,89,91,4.0,9,EmptySA,http://mssoapinterop.org/asmx/WSDL/emptysa.wsdl
250.0,92,13.8,97,73,100,84,9.4,36,est2genomeService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/est2genome.wsdl
505.0,89,7.8,96,83,89,91,32.67,60,WitwService,http://blogs.cocoondev.org/dims/witw/witw.wsdl
143.67,100,1.8,100,60,100,74,48.67,9,UKAddressVerification,http://ws.strikeiron.com/UKAddressVerification?WSDL
278.75,86,9.2,95,83,89,91,1.75,1,CalcService,http://www.opensoap.jp/package/samples/Calc/CalcService.wsdl
300.5,72,11.8,72,83,89,91,7.5,34,SPS,http://xml.nig.ac.jp/wsdl/SPS.wsdl
136.67,63,6.1,64,78,78,89,3.0,11,ParaciteSearchService,http://search.cpan.org/src/MJEWELL/Biblio-Citation-Parser-1.10/examples/webservice/paracite.wsdl
102.64,83,13.3,84,78,89,89,48.36,3,GusbrcrzService,http://staff.vbi.vt.edu/pathport/services/wsdls/gusbrcrz.wsdl
1189.5,72,7.2,72,78,89,89,2.0,5,UCDResolverService,http://cdsws.u-strasbg.fr/axis/services/UCDResolver?wsdl
462.5,78,2.7,79,73,67,84,177.5,66,Source_x0020_Code_x0020_Community_x0020_WebService,http://www.codecommunity.de/sccwebservice.asmx?wsdl
330.2,85,2.1,95,67,100,82,46.8,3,fdnacompService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnacomp.derived?wsdl
194.8,92,1.8,97,73,100,84,5.2,41,degapseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/degapseq.wsdl
131.0,97,2.3,99,60,100,74,27.5,77,ResidentialLookup,http://ws.strikeiron.com/ResidentialLookup?WSDL
1614.67,63,3.7,64,73,89,75,5.0,57,GeoCode_Service,http://geocoder.us/dist/eg/clients/GeoCoderPHP.wsdl
195.0,94,9.5,94,73,78,62,60.64,8,SkyNodeWS,http://skyservice.pha.jhu.edu/SkyNode/TWOMASS/SkyNodeWS.asmx?WSDL
128.6,89,1.8,96,60,100,69,34.4,34,BusinessVerification,http://ws.strikeiron.com/DnBBusinessVerification?WSDL
272.3,35,2.7,35,73,67,84,2.8,8,SearchService,http://www.panoramabox.com/webservices/searchservice.asmx?wsdl
668.75,79,2.6,79,73,67,80,35.75,5,Reed_x0020_Affiliates_x0020_WebService,http://www.reed.co.uk/Affiliates/affiliates.asmx?WSDL
1512.25,78,3.8,79,73,78,84,20.0,4,WSScanPSService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSScanPS.wsdl
678.5,86,1.7,87,67,78,82,2.5,10,VSOiService,http://vso.nascom.nasa.gov/API/sdacVSOi_strict.wsdl
127.0,90,23.1,96,67,100,83,9.0,10,Compound1,http://www.whitemesa.com/r3/compound1.wsdl
111.08,86,13.6,86,53,89,66,13.32,25,ProDA_WebServices,http://mahour.usc.edu/proda/WebServices.asmx?WSDL
206.8,89,2.5,96,73,100,84,6.2,32,geeceeService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/geecee.wsdl
400.57,16,4.3,16,67,89,72,94.86,87,Service2,http://rsdn.ru/ws/service2.asmx?wsdl
227.0,88,21.2,96,73,100,84,23.0,34,SendWM2Mail,http://wm2mail.wmtransfer.com/ws/SendWM2Mail.asmx?wsdl
280.17,85,3.9,86,53,89,66,97.74,9,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_composition.iep?wsdl
223.83,92,10.8,97,53,89,66,39.74,6,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/utils_database_creation.domainnr?wsdl
261.0,83,19.4,84,83,89,91,9.0,31,hellowsdl,http://serwis.sgh.waw.pl/test/nuserver.php?wsdl
114.0,83,24.1,84,73,89,84,4.0,7,Import1,http://mssoapinterop.org/asmx/WSDL/import1.wsdl
199.0,94,10.1,98,73,78,84,39.0,5,sample,http://www.startvbdotnet.com/web/sample1.asmx?wsdl
127.0,88,2.1,89,73,100,80,7.33,66,AccountInfo,http://www.arcwebservices.com/services/v2006/AccountInfo.wsdl
234.12,70,2.9,71,73,67,80,61.5,92,World_x0020_Time_x0020_Service,http://www.mastercsharp.com/live/TimeService/TimeService.asmx?wsdl
108.0,83,28.2,84,83,89,91,8.0,64,TemperatureService,http://staff.um.edu.mt/cabe2/supervising/undergraduate/owlseditFYP/TemperatureService.wsdl
174.67,85,11.1,95,58,89,80,1.0,3,GetSubjectElement,http://plato.stlucie.k12.fl.us/mis/play.nsf/GetSubject?WSDL
262.8,85,2.7,95,67,100,82,41.0,2,newcpgseekService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_cpg_islands.newcpgseek.derived?wsdl
296.0,74,2.2,75,73,89,80,18.0,6,XfccBasic,http://www.iccf-webchess.com/XfccBasic.asmx?wsdl
180.0,87,12.1,95,73,78,80,55.25,8,WSDLInteropTestDocLitService,http://www.mssoapinterop.org/asmx/WSDL/WSDLInteropTestDocLitService.wsdl
237.8,99,14.3,100,73,100,84,9.6,32,infoseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/infoseq.wsdl
305.4,93,12.2,98,73,100,84,7.8,42,sixpackService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/sixpack.wsdl
218.8,89,1.4,96,73,100,84,9.2,36,shuffleseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/shuffleseq.wsdl
287.0,89,12.0,96,67,100,82,1.0,35,WSCUVocal,http://sepc128.se.cuhk.edu.hk/demo/cuvocal/cuvocal.asmx?wsdl
303.33,73,3.7,74,73,78,84,0.33,12,OSSIWS,http://fun.xocomp.net/OSSI/OSSIWS/Default.asmx?wsdl
115.4,97,10.1,99,67,78,77,59.36,59,TNPubServicesXML,http://tnwebservicespublic-test.ticketsoftware.net/webservices/TNPubServicesXML.asmx?WSDL
66.0,83,25.1,84,73,78,80,3.0,3,SOAPReceive,http://www.mxtelecom.com/uk/tech/sms/html/uk/tech/sms/xml/wapmx-receive.wsdl
481.67,85,6.6,95,73,78,84,10.67,7,GoogleSearchService,http://www.bolinfest.com/wsdl2js/GoogleSearch.wsdl
160.5,86,17.2,86,73,89,84,3.0,6,zCalcSvc,http://www.procdev.com/zcalcs/zcalcsvc.asmx?wsdl
113.0,100,11.3,100,73,78,84,6.67,8,GoogleSearchService,http://etna.int-evry.fr/cours/WebServices/TP_WS/Axis/TP_Google/GoogleSearch.wsdl
620.25,91,8.5,97,78,78,89,13.75,8,WikiWebService,http://fox.wikis.com/wikiwebservice.wsdl
198.0,96,22.4,99,73,100,84,2.0,94,SendEmailService,http://www.abysal.com/soap/AbysalEmail.wsdl
267.4,91,1.5,97,67,100,82,51.0,3,cpgreportService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_cpg_islands.cpgreport.derived?wsdl
122.27,53,6.5,53,67,89,72,81.27,9,CDASWS,http://cdaweb.gsfc.nasa.gov/WS/jaxrpc?WSDL
123.92,66,3.6,66,73,89,80,3.75,9,DataTypes,http://samples.gotdotnet.com/quickstart/aspplus/samples/services/DataTypes/VB/DataTypes.asmx?WSDL
162.5,92,12.3,97,73,100,80,5.0,2,LeftCollocationFinderService,http://wortschatz.uni-leipzig.de/axis/services/LeftCollocationFinder?wsdl
83.33,98,2.1,100,80,78,87,1.33,66,TNM_Gazetteer_Service,http://gisdata.usgs.net/XMLWebServices/TNM_Gazetteer_Service.asmx?wsdl
896.67,63,4.8,63,83,89,91,505.67,40,Gtop,http://xml.nig.ac.jp/wsdl/Gtop.wsdl
561.5,91,6.4,91,73,78,62,319.0,90,OTSZip,http://www.otsgroup.nl/OTSZip_WebService/OTSZip.asmx?wsdl
267.43,86,5.7,87,53,89,66,77.39,1,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_gene_finding.marscan?wsdl
274.78,85,3.5,85,53,89,66,69.26,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_gene_finding.wobble?wsdl
672.2,91,7.9,97,73,100,84,9.2,36,infoalignService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/infoalign.wsdl
178.4,87,9.7,96,73,89,62,65.8,10,WorldTimeService,http://www17.brinkster.com/imneo/timesvc.asmx?wsdl
725.63,88,3.5,96,67,78,77,1.47,96,VNetCenterInterfaceForSP,http://service.chinavnet.com/zx/VNetInterface/VNetForSP/VNetCenterInterfaceForSP.asmx?WSDL
114.58,95,13.3,99,67,89,82,32.45,92,A.D.A.M._x002C__x0020_Inc._x0020_-_x0020_Content_x0020_Service,http://ws.adam.com/ContentService.asmx?WSDL
2457.5,96,2.0,99,73,78,84,1.5,5,MathService,http://www.learnasp.com/quickstart/aspplus/samples/services/MathService/VB/MathService.asmx?WSDL
275.0,88,4.0,96,50,78,66,20.0,8,TRMStandardVersionService,http://140.115.51.161:8080/bpelengine/services/TRMStandardVersion?wsdl
350.5,86,12.0,86,73,89,84,55.5,6,SendPageService,http://www.lat-lon.com/WebServices/SendPageService/SendPage.asmx?wsdl
147.33,99,13.0,100,73,100,84,1.0,57,TMorse,http://www.regomnet.de/morse.asmx?WSDL
123.45,86,7.2,87,67,100,77,5.8,7,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/JP/AWSECommerceService.wsdl
244.0,86,26.7,95,83,100,91,2.0,9,HelloOpenSOAP,http://www.opensoap.jp/package/samples/Hello/HelloService.wsdl
281.0,83,19.4,84,80,100,72,4.0,58,QualificationWarranty,http://www.pq-verein.de/wsdl/warrantyUpdate.wsdl
207.8,86,1.6,95,58,100,75,9.2,35,wobbleService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wobble.wsdl
116.0,87,18.6,96,60,89,69,7.56,12,MainService,http://infoknowledgebase.com/servlet/services/Main?wsdl
64.64,32,9.2,32,67,89,77,30.0,3,merchant-interface-mime,http://www.partsexpress.com/amazon.wsdl
169.0,83,21.9,84,83,89,91,37.0,6,VersionService,http://link.caseport.de/axis/services/Version?wsdl
489.8,94,3.4,98,73,100,80,6.6,38,mwcontamService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/mwcontam.wsdl
266.92,72,1.4,72,80,100,83,2.34,2,processParticipant,http://covarm.tvu.ac.uk/processParticipant/wsdl/processParticipantSOAP.wsdl
116.28,54,8.8,54,60,89,74,9.71,60,Round4XSDTest,http://www.mssoapinterop.org/asmx/xsd/round4XSD.wsdl
216.6,94,1.8,98,73,100,84,7.8,32,newcpgseekService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/newcpgseek.wsdl
139.2,40,5.5,40,60,78,54,18.38,4,Lists,http://roberdan.officeisp.net/Marketing/_vti_bin/lists.asmx?wsdl
1376.0,99,8.2,95,83,89,91,856.0,63,ASPNLogin,http://aspn.activestate.com/ASPN/ASPN.wsdl
188.31,100,11.8,100,67,100,77,6.23,6,AtcoResDirect,http://resdev.atcosoftware.net/ian/ws/directbook.asmx?WSDL
181.33,89,8.9,96,73,78,84,12.33,3,GoogleSearchService,http://www.brics.dk/~amoeller/CCI/WWW/webservices/GoogleSearch.wsdl
1383.33,91,3.2,91,73,78,84,41.83,10,WSFastaService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSFasta.wsdl
383.2,98,2.1,100,73,100,84,6.2,39,redataService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/redata.wsdl
1146.0,34,1.7,35,67,78,82,1054.64,12,InteropDef,http://www.soapclient.com/interop/sqldatainterop.wsdl
517.0,83,14.5,84,83,89,91,375.0,12,EmptySA,http://www.soapclient.com/interop/EmptySa.wsdl
205.0,73,1.4,74,58,78,80,12.0,7,Izracun,http://storitve-curs.gov.si/sstoritve/Izracun?WSDL
96.67,92,3.9,97,58,100,75,13.67,87,WolframSearchService,http://webservices.wolfram.com/services/SearchServices/WolframSearch.wsdl
171.0,67,8.0,67,73,78,84,7.25,32,Wordml2latexService,http://www.mondorux.com/(4r2j4p55lk135d55vklr2255)/servizi/Wordml2latexService.asmx?WSDL
133.0,92,0.8,92,80,78,78,18.25,91,Notas,http://www22.brinkster.com/horaciovallejo/netpress1.asmx?wsdl
242.0,87,2.8,95,73,100,84,6.2,39,psiphiService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/psiphi.wsdl
165.0,83,9.7,84,73,89,75,23.0,2,showmyip_lookup,http://www.showmyip.com/soap/lookupserver.php?wsdl
163.0,90,20.1,97,58,78,75,1.0,10,DealerLocator,http://ws.toyota.com/DLWS/services/DealerLocatorSoap?wsdl
147.75,78,13.7,78,73,89,84,2.25,9,SessionService1,http://ja.gotdotnet.com/quickstart/aspplus/samples/services/Intrinsics/VB/SessionService1.asmx?WSDL
257.5,100,3.4,100,73,78,84,1.0,35,IntegrateServiceService,http://webservices.wolfram.com/services/Integrator/Integrate.m?wsdl
195.56,100,11.6,100,73,78,80,25.78,95,DictService,http://services.aonaware.com/DictService/DictService.asmx?WSDL
98.0,87,13.7,95,67,78,77,1.0,39,CPP_SCORE_REQUEST,http://soap.cpp.com/CppSoapRequests/CPPScoreRequest.asmx?wsdl
1259.33,37,2.9,38,67,89,72,44.77,1,VizieRBetaService,http://cdsws.u-strasbg.fr/axis/services/VizieRBeta?wsdl
328.6,86,1.7,95,73,100,84,9.2,37,chipsService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/chips.wsdl
3163.2,93,2.3,98,73,78,62,40.2,6,Helper,http://www.learnasp.com/experiments/webservicebasics/whatever.asmx?wsdl
171.6,93,6.6,98,73,89,62,1.8,9,Servicio_ganaderos,http://eriste.aragob.es/WebServiceGanaderos/ganaderos.asmx?wsdl
273.2,86,1.8,95,58,100,75,8.2,40,isochoreService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/isochore.wsdl
292.21,56,6.5,57,67,89,77,54.42,95,WebServiceDemo,http://www.guru4.net/articoli/javascript-soap-client/demo/webservicedemo.asmx?wsdl
138.25,98,14.5,100,73,100,84,19.92,39,TextAnywhere_SMS,http://ws.textanywhere.net/ta_sms.asmx?wsdl
269.09,85,3.9,85,53,89,66,84.92,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.sigcleave?wsdl
115.0,83,22.8,84,73,100,84,4.0,11,AreaService,http://www.eclipse.org/webtools/jst/components/ws/0.7/tutorials/TopDownWebService/srcfiles/AreaService.wsdl
397.0,56,5.5,56,67,78,85,50.0,4,IAddress3service,http://webservices.hanft.de/wsdl/IAddress3
253.33,88,3.4,88,80,78,83,50.33,11,PopulationWS,http://www.abundanttech.com/WebServices/Population/population.asmx?wsdl
101.0,85,16.1,95,73,89,75,16.0,64,BFOGraphService,http://big.faceless.org/products/graph/docs/bfograph-2.1.wsdl
104.5,85,15.6,95,73,89,62,46.5,92,UserService,http://leadtools.net/Services/UserService/UserService.asmx?wsdl
189.0,83,26.5,84,83,89,91,6.0,10,SerClsPeticionSOAPTPVPCservice,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsEntradaTPVPCv5d0.wsdl
163.0,85,1.8,95,60,100,74,42.33,5,TaxDataComplete,http://ws.strikeiron.com/TaxDataComplete?WSDL
49.43,42,10.6,43,73,78,62,6.0,89,cweather,http://www.mail-archive.com/axis-user@xml.apache.org/msg02797/cweather.wsdl
125.0,86,9.4,86,73,78,84,3.0,7,geographyRequests,http://comcast.vehix.com/(A(rGItnpy1xgEkAAAAOGRmMTMxODItOWIwNi00ZjdkLTkwMjUtMzIyYjU2NmYzM2Iy0))/_webServices/geographyRequests.asmx?WSDL
943.5,77,4.4,77,73,67,84,88.0,9,getGeoInfo,http://tsdmaps.gsc.nrcan.gc.ca/website/GeochemArcIMS/asps/GuyGeoSurvey.asmx?WSDL
1422.0,90,3.6,90,73,78,84,19.0,11,WSBlastpgpService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSBlastpgp.wsdl
137.25,92,2.7,97,73,100,84,17.75,12,TwsLoan,http://www.pine-grove.com/Services/wsLoan.asmx?WSDL
112.0,83,27.3,84,73,100,84,5.0,5,AreaService,http://www.eclipse.org/webtools/jst/components/ws/scenarios/ant/AreaService.wsdl
244.17,99,3.7,100,80,100,83,1.0,7,JIPComuniService,http://services.javaportal.it/kservices/JIPComuni.jws?wsdl
79.0,83,22.7,84,50,89,80,4.0,7,ZtpInterfacesService,http://www.myyellow.com/dynamic/services/content/ecommerce/etools/webservices/ztpimpl.wsdl
136.25,78,3.2,79,73,78,84,19.25,11,WebServices,http://www.garlen.net/WebServices.asmx?wsdl
71.16,99,21.9,100,78,89,89,16.44,11,GuspmService,http://staff.vbi.vt.edu/pathport/services/wsdls/guspm.wsdl
314.15,100,6.7,100,60,100,79,18.05,8,NSVMPublishingAPIV3,http://vm.netsizeonline.com/nsvmpublishingapiV3/nsvmpublishingapiV3.asmx?wsdl
198.8,100,1.4,100,73,100,84,6.8,32,shuffleseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/shuffleseq.wsdl
1084.5,85,7.3,95,58,100,57,6.5,5,TWS-DR,http://www.trustedwebservices.org/trustedx/downloads/SignatureVerify.wsdl
463.6,91,2.0,91,73,100,84,98.4,41,showdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showdb.wsdl
3582.8,99,2.0,99,80,78,83,31.6,95,States_x0020__x0026__x0020_Provinces,http://www.synapticdigital.com/webservice/public/regions.asmx?WSDL
481.0,83,18.5,84,78,89,89,4.0,6,ImgCount,http://front-3.cust01.visi.com/isearch-m3/imgcount.php?wsdl
98.09,87,17.2,96,67,100,82,21.54,28,Phone,http://ws.acrosscommunications.com/Phone.asmx?wsdl
136.0,89,20.3,96,60,89,69,51.0,7,IngesterServiceService,http://cuero.tacc.utexas.edu:8080/gridport/services/GPIRIngester?wsdl
81.5,89,15.0,96,73,100,84,1.0,37,ValidationService,http://www.web-mojo.com/ssnvalidate.asmx?wsdl
1314.75,78,3.5,79,73,78,84,30.75,5,WSTCoffeeService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSTCoffee.wsdl
843.33,88,3.9,88,67,78,77,467.0,96,XigniteMaster,http://www.xignite.com/xMaster.asmx?wsdl
418.6,99,4.7,100,73,89,62,1.4,6,PTTInfo,http://www.pttplc.com/pttinfo.asmx?wsdl
713.2,99,7.9,100,58,100,75,15.8,39,abiviewService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/abiview.wsdl
2697.14,89,1.4,96,67,78,82,26.28,3,wsReqSender,http://www.perevozki.ru/WEBServices/WSRequests/wsrequests.asmx?WSDL
204.0,94,2.0,98,73,100,84,8.2,40,mwfilterService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/mwfilter.wsdl
302.75,89,7.1,90,73,78,80,187.75,32,MAPPMatching,http://xml.assessment.com/service/MAPPMatching.asmx?wsdl
332.0,97,10.4,99,80,100,86,2.29,5,Glide,http://www.service-now.com/demo/kb_knowledge.do?WSDL
65.07,88,16.7,96,67,100,77,1.28,3,geoservices,http://mlbs.net/nacgeoservices/geoservices.asmx?wsdl
194.17,73,6.5,74,73,89,84,13.5,7,Service,http://wstest.avans.nu/Service.asmx?wsdl
825.8,90,5.9,91,60,78,69,123.2,6,Schedule,http://webservices.aeroflot.aero/flightSearch.wsdl
227.0,91,14.2,97,58,100,75,10.6,34,octanolService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/octanol.wsdl
404.0,83,15.0,84,67,89,72,6.0,36,flights,http://www.travelmatic.biz/webservices/flightAvailWs.php?wsdl
89.0,83,40.4,84,78,89,89,3.0,3,ISOcode2shortformatSOAP,http://www.siliconllama.com/services/wsdl/ISOcode2shortformatService.wsdl
703.25,92,3.6,97,73,100,80,265.25,9,dic2,http://www.closerfar.com/dic2.asmx?WSDL
240.6,86,1.2,95,73,100,84,11.0,37,recoderService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/recoder.wsdl
78.0,100,35.3,100,67,78,72,1.0,63,CogoService,http://envinsaonline.mapinfo.com/Cogo/services/Cogo?wsdl
190.0,95,1.1,98,73,100,84,6.0,38,fuzznucService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/fuzznuc.wsdl
215.6,91,15.9,97,73,100,84,5.4,37,showorfService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showorf.wsdl
191.11,87,9.6,95,67,78,77,30.85,89,GeoAccess,http://geoaccess.and.com/GeoAccess/GeoAccess.asmx?wsdl
478.5,99,8.4,100,42,89,62,7.0,33,RepositoryInformation,http://isb.oio.dk/oioservice/service/public/3/open/repositoryinformation.asmx?WSDL
210.79,89,11.5,96,67,100,77,5.61,10,Service1,http://openarxiv.ist.psu.edu/ArXivServices/Service1.asmx?wsdl
645.0,86,8.0,86,73,89,80,86.5,64,PluralsightWeather,http://www.pluralsight.com/services/weatherservice/weatherservice.asmx?WSDL
184.0,100,12.1,100,80,78,87,1.0,9,elewebdir,http://www.gardatrentinonline.it/servizi/elewebdir.asmx?WSDL
300.8,86,2.2,95,73,100,84,6.4,33,caiService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cai.wsdl
322.0,91,19.6,97,73,100,80,109.0,10,FlightRouteAggregatorService,http://www.pathfinder-xml.com/development/WSDL/FlightRouteAggregatorService.wsdl
182.57,43,5.3,43,83,89,91,9.28,9,OrbitService,http://www.toolxite.dk/wsdl/orbit_service.wsdl
163.0,83,22.8,84,78,89,89,5.0,1,IDutchservice,http://www.ebob42.com/cgi-bin/NumberToWordsInDutch.exe/wsdl/IDutch#IDutchbinding
170.0,85,3.1,95,60,100,79,48.25,87,CaptchaService,http://ws.strikeiron.com/textdisguise/CaptchaService?WSDL
193.67,99,12.3,100,73,100,80,1.23,32,NAF,http://www.naf.no/loginservice/main.asmx?WSDL
421.0,86,9.7,86,73,78,84,2.5,87,Calculator,http://webservices.iter.dk/calculator.asmx?wsdl
303.43,85,1.8,86,53,89,66,116.73,4,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_dot_plots.dotpath?wsdl
563.22,86,2.6,95,73,89,62,1.66,8,Servicio_etiquetado,http://eriste.aragob.es/webServiceEtiquetas/etiquetas.asmx?WSDL
201.48,53,6.7,54,67,67,82,98.35,38,_Get,http://www.sceducationlottery.com/webservices/get.asmx?wsdl
193.0,94,5.0,98,60,100,79,60.5,1,USGeocoding,http://ws.strikeiron.com/USGeocoding?WSDL
225.5,86,10.1,86,73,78,84,2.0,40,PingPong,http://www.gama-system.com/webservices/pingpong.asmx?wsdl
994.26,30,2.8,30,67,78,82,88.47,6,SympaSOAP,http://demo.sympa.org/sympa/wsdl
211.0,43,3.1,44,53,89,66,7.71,59,scavenger_hunt,http://www.cosmeo.com/ws/homeScavengerHunt.cfc?wsdl
257.67,88,8.9,88,67,78,72,16.67,9,RNAhybridImplementationService,http://bibiwsserv.techfak.uni-bielefeld.de/RNAhybrid/axis/RNAhybridPort?wsdl
271.0,93,3.9,98,73,100,84,44.6,4,ftreedistService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_consensus.ftreedist.derived?wsdl
156.0,83,20.5,84,67,89,72,28.0,66,HouseofDev,http://ws.houseofdev.com/cfcs/ws.cfc?wsdl
268.35,85,4.7,86,53,89,66,81.22,4,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_restriction.recoder?wsdl
294.6,94,13.0,98,73,100,84,8.4,32,restrictService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/restrict.wsdl
186.25,87,4.1,96,73,100,80,14.75,57,LandmarkService,http://www.terraserver.microsoft.com/LandmarkService.asmx?WSDL
112.77,91,14.9,97,60,100,74,22.08,39,Service1,http://psapserv.spatial-data.com/PSAPServiceNA/PSAPLookup.asmx?WSDL
447.4,86,9.4,95,73,100,84,12.6,39,showseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showseq.wsdl
109.75,70,11.4,70,73,78,80,61.25,96,ImgCutout,http://casjobs.sdss.org/ImgCutoutDR4/ImgCutout.asmx?WSDL
198.5,72,15.1,72,83,89,91,6.0,4,SerClsPeticionSOAPTPVPCservice,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsEntradaTPVPCv3d0.wsdl
114.33,85,16.2,95,73,100,84,13.0,39,RandomService,http://dotnet.borland.com/random/randomizer.asmx?wsdl
138.68,91,11.8,97,60,78,79,0.74,95,ComputeDateTimeSpan,http://www.wwv-it.com/DateTimeSpan/ComputeDateTimeSpan.asmx?wsdl
265.4,99,1.5,100,67,100,82,35.2,11,etandemService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_repeats.etandem.derived?wsdl
304.8,89,13.5,96,73,100,84,6.6,42,matcherService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/matcher.wsdl
212.2,90,1.6,96,73,100,84,8.8,33,oddcompService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/oddcomp.wsdl
210.0,89,15.7,96,73,100,84,5.8,38,extractfeatService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/extractfeat.wsdl
164.5,72,12.5,72,73,100,84,5.5,5,timeDateEmail,http://www.vbtrain.net/samplewebprojects/Web%20Interaction%20Sample/timeDateEmail.asmx?wsdl
210.25,78,8.8,78,67,89,72,54.75,8,AMIWebServiceService,http://www.usatlas.bnl.gov/~dladams/dial/releases/0.94/dial/dial_ws_ami/gsoap/dial_ws_ami.wsdl
127.5,78,8.4,78,73,89,80,6.5,65,SudokuSolverWS,http://www.heroicsalmonleap.net/SudokuSolver/SudokuSolverWS.asmx?wsdl
213.0,91,9.4,97,73,100,80,3.67,11,interopDocSvc,http://www.whitemesa.net/wsdl/interopdoc.wsdl
136.0,83,24.6,84,83,89,91,12.0,61,WhoisService,http://www.flash-db.com/services/ws/flashWhois.wsdl
312.5,21,3.1,22,42,100,72,25.9,89,SforceService,http://www.scuttlefish.com/sforce.xml
361.0,50,6.5,51,67,100,77,181.6,9,DisponibilitaOutsourcerService,http://xml.worldstartel.it:8080/ws/wsdl/DisponibilitaOutsourcerSoap.wsdl
179.29,44,1.9,45,67,89,72,5.58,7,NewsServiceClient,http://www.latte.be/NewsServiceClient.wsdl
564.0,83,13.7,84,89,100,93,122.0,8,imageConvert,http://www.bigislandcolor.com/icserver.php?wsdl
374.2,93,1.0,98,67,100,82,60.6,3,vrnaalifoldpfService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnaalifoldpf.derived?wsdl
356.75,56,7.5,56,83,89,91,8.75,36,SRS,http://xml.nig.ac.jp/wsdl/SRS.wsdl
105.6,100,19.2,100,73,78,84,0.6,95,DOTSEmailValidate,http://ws2.serviceobjects.net/ev/EmailValidate.asmx?wsdl
1041.0,83,12.8,84,73,89,75,5.0,11,Presidential Election Results 2004,http://dietrich.ganx4.com/president/server.php?wsdl
